z 0.5669
LOIII 9.36
length 0.00100635
1.0 3.7868077754974365
2.0 2.33367657661438
3.0 0.8182766437530518
4.0 0.35167330503463745
5.0 0.20265831053256989
6.0 0.14385239779949188
7.0 0.11138241738080978
8.0 0.09759705513715744
9.0 0.08053652197122574
10.0 0.07426156103610992
11.0 0.053015533834695816
12.0 0.05421045422554016
13.0 0.0443660132586956
14.0 0.03832722455263138
15.0 0.021069947630167007
16.0 0.01357054989784956
17.0 0.02549114264547825
18.0 0.01745680160820484
19.0 0.011416331864893436
20.0 0.0113984951749444
21.0 0.004677838180214167
22.0 0.006739906035363674
23.0 0.011945032514631748
24.0 0.007264374289661646
25.0 0.003770713461562991
26.0 0.0019100335193797946
27.0 0.004826734308153391
28.0 0.008206859230995178
29.0 0.004494477994740009
30.0 0.007494907360523939
31.0 -0.001940205111168325
32.0 0.0028628248255699873
33.0 0.0047320774756371975
34.0 0.0016452124109491706
35.0 0.007166731636971235
36.0 0.008217541500926018
37.0 0.007257853634655476
38.0 0.0023429114371538162
39.0 -0.001888188417069614
40.0 0.00914778932929039
41.0 0.010078244842588902
42.0 0.013195413164794445
43.0 0.009114979766309261
44.0 0.010576380416750908
45.0 0.005654513835906982
46.0 0.007885412313044071
47.0 0.0013998138019815087
48.0 0.014040104113519192
49.0 0.002978753997012973
50.0 0.0019232163904234767
51.0 0.0070192147977650166
52.0 0.00934031791985035
53.0 0.007555642165243626
54.0 0.0027532523963600397
55.0 0.002591818803921342
56.0 0.007247337140142918
57.0 -0.0017561388667672873
58.0 -0.007300081662833691
59.0 0.00946012046188116
60.0 0.0010722032748162746
61.0 -0.0005614612600766122
62.0 0.002320941537618637
63.0 -0.00047777354484423995
64.0 0.0006839982816018164
65.0 0.0008868227014318109
66.0 -0.001696325489319861
67.0 -6.289367593126372e-5
68.0 -0.003563957056030631
69.0 -0.003164056222885847
70.0 -0.009352574124932289
71.0 -0.0036129041109234095
72.0 -0.002178905066102743
73.0 -0.0002372202288825065
