z 0.5669
LOIII 9.36
length 0.00109223
dist 7.17183e-5
1.0 -0.00436696270480752
2.0 0.0007949803839437664
3.0 0.00027298458735458553
4.0 -0.000229804398259148
5.0 0.003180787665769458
6.0 -0.0009475731058046222
7.0 -0.0037843091413378716
8.0 -0.006517943926155567
9.0 -0.0007731358055025339
10.0 -0.0041308654472231865
11.0 -0.0004877244937233627
12.0 0.0024001137353479862
13.0 0.0014012902975082397
14.0 0.0055906083434820175
15.0 0.005220470950007439
16.0 0.0014947992749512196
17.0 0.0022704419679939747
18.0 -0.002333715558052063
19.0 0.00010858126188395545
20.0 0.010220633819699287
21.0 0.0015881728613749146
22.0 0.001161943655461073
23.0 0.01042484026402235
24.0 0.00620633689686656
25.0 0.007815929129719734
26.0 0.009395308792591095
27.0 0.0041391896083951
28.0 0.002018021186813712
29.0 -0.0010396657744422555
30.0 0.004942064639180899
31.0 0.008838686160743237
32.0 0.0222302358597517
33.0 0.020312156528234482
34.0 0.029450278729200363
35.0 0.030622506514191628
36.0 0.059024594724178314
37.0 0.08099617063999176
38.0 0.09976106882095337
39.0 0.1404181271791458
40.0 0.14385239779949188
41.0 0.1333896815776825
42.0 0.10767871141433716
43.0 0.07575518637895584
44.0 0.0480169951915741
45.0 0.03764478862285614
46.0 0.026489360257983208
47.0 0.0149442870169878
48.0 0.013166281394660473
49.0 0.005683172028511763
50.0 0.001825908082537353
51.0 0.0013909504050388932
52.0 0.0052473582327365875
53.0 0.013094307854771614
54.0 0.00811698380857706
55.0 -0.0010354893747717142
56.0 -0.002556299790740013
57.0 0.0005590817891061306
58.0 0.002793093677610159
59.0 0.010066539980471134
60.0 0.004301095847040415
61.0 0.0023532118648290634
62.0 0.007281445898115635
63.0 0.009943888522684574
64.0 0.0027696797624230385
65.0 0.0020729592069983482
66.0 5.7969453337136656e-5
67.0 0.007413530722260475
68.0 -0.0018792127957567573
69.0 0.003944187890738249
70.0 0.005402085371315479
71.0 0.002144757891073823
72.0 0.0012252615997567773
73.0 -0.0030111046507954597
74.0 -0.005289292428642511
75.0 -0.00448919041082263
76.0 -0.009345226921141148
77.0 0.0017876668134704232
78.0 0.0023027765564620495
79.0 0.008354701101779938
